Key,Group Name,M,β,γ,α,μ,σ(β),σ(γ),σ(α),σ(μ),σ(E),R0,σ(R0),Loss 7 Days,Loss 14 Days
manhumirim__mg,All,22934.0,0.0011,0.196,0.0909,,0.397,0.7,1.0,,6609.14,0.0118,4.37,0.677,0.677
manicoré__am,All,56309.0,0.104,0.196,0.0909,0.0015,0.0033,0.7,1.0,0.0001,2926.12,1.14,12.52,0.726,0.726
manoel_emídio__pi,All,5402.0,0.219,0.196,0.0909,0.0015,0.0695,0.7,1.0,0.0003,1310.9,2.41,26.52,0.428,0.428
manoel_urbano__ac,All,9554.0,0.12,0.196,0.0909,0.003,0.25,0.7,1.0,0.0001,109.24,1.32,14.8,2.01,2.01
manoel_vitorino__ba,All,13372.0,0.132,0.196,0.0909,0.0028,0.0264,0.7,1.0,0.0003,408.36,1.46,16.03,0.252,0.252
mansidão__ba,All,13779.0,0.0987,0.196,0.0909,0.0042,0.0016,0.7,1.0,0.0001,85.83,1.09,11.95,0.9,0.9
mantena__mg,All,27920.0,0.105,0.196,0.0909,0.0032,0.0313,0.7,1.0,0.0004,1030.0,1.15,12.69,0.801,0.801
mantenópolis__es,All,15504.0,0.349,0.196,0.0909,0.0032,0.25,0.7,1.0,0.0006,0.0,3.84,42.35,0.662,0.662
mar_de_espanha__mg,All,12942.0,0.129,0.196,0.0909,0.0085,0.0192,0.7,1.0,0.0002,215.88,1.42,15.62,2.16,2.16
marabá__pa,All,282142.0,0.111,0.196,0.0909,0.005,0.0213,0.7,1.0,0.0002,16492.94,1.22,13.44,0.632,0.632
maracanaú__ce,All,230165.0,0.185,0.196,0.0909,0.0036,0.0119,0.7,1.0,0.0002,20932.85,2.03,22.35,1.56,1.56
maracanã__pa,All,29768.0,0.113,0.196,0.0909,0.0232,0.0003,0.7,1.0,0.0005,85.83,1.25,13.71,1.06,1.06
maracaçumé__ma,All,21609.0,0.131,0.196,0.0909,,0.0052,0.7,1.0,,819.31,1.44,15.85,1.59,1.59
maracás__ba,All,21042.0,0.106,0.196,0.0909,0.0052,0.0201,0.7,1.0,0.001,236.69,1.16,12.78,0.679,0.679
maragogi__al,All,33031.0,0.117,0.196,0.0909,0.0047,0.0013,0.7,1.0,0.0002,736.08,1.29,14.14,1.84,1.84
maragogipe__ba,All,45124.0,0.0921,0.196,0.0909,0.0046,0.0316,0.7,1.0,0.0004,647.65,1.01,11.15,0.439,0.439
maraial__pe,All,11458.0,0.0878,0.196,0.0909,0.0053,0.0068,0.7,1.0,0.0007,777.7,0.966,10.63,0.618,0.618
marajá_do_sena__ma,All,7870.0,0.134,0.196,0.0909,0.0028,0.0288,0.7,1.0,0.0001,280.91,1.47,16.18,1.86,1.86
maranguape__ce,All,130268.0,0.166,0.196,0.0909,0.004,0.0459,0.7,1.0,0.0004,7428.46,1.83,20.13,0.936,0.936
maranhãozinho__ma,All,16428.0,0.137,0.196,0.0909,0.0017,0.0096,0.7,1.0,0.0001,475.98,1.51,16.6,1.67,1.67
marapanim__pa,All,28619.0,0.113,0.196,0.0909,0.0065,0.0108,0.7,1.0,0.0003,1144.44,1.25,13.72,0.949,0.949
marataízes__es,All,38884.0,0.216,0.196,0.0909,0.0051,0.25,0.7,1.0,0.0001,0.0,2.38,26.28,4.74,4.74
marau__rs,All,44603.0,0.156,0.196,0.0909,0.0023,0.0064,0.7,1.0,0.0002,2164.03,1.72,18.88,0.399,0.399
maravilha__al,All,9255.0,0.122,0.196,0.0909,0.0133,0.0316,0.7,1.0,0.001,85.83,1.34,14.76,0.966,0.966
maraã__am,All,18406.0,0.169,0.196,0.0909,,0.0266,0.7,1.0,,455.17,1.86,20.41,1.78,1.78
maraú__ba,All,20776.0,0.138,0.196,0.0909,0.0071,0.0302,0.7,1.0,0.0008,150.86,1.51,16.66,0.359,0.359
marco__ce,All,27635.0,0.084,0.196,0.0909,0.0028,0.0344,0.7,1.0,0.0001,3662.21,0.924,10.17,0.957,0.957
marcolândia__pi,All,8577.0,0.151,0.196,0.0909,0.0011,0.114,0.7,1.0,0.0001,1966.36,1.66,18.34,0.906,0.906
marechal_cândido_rondon__pr,All,53473.0,0.255,0.196,0.0909,,0.104,0.7,1.0,,408.36,2.81,30.91,0.445,0.445
marechal_deodoro__al,All,52420.0,0.17,0.196,0.0909,0.0022,0.0071,0.7,1.0,0.0001,1123.63,1.87,20.61,2.41,2.41
marechal_floriano__es,All,16861.0,0.279,0.196,0.0909,0.0035,0.25,0.7,1.0,0.0002,0.0,3.07,33.88,1.9,1.9
marechal_thaumaturgo__ac,All,19056.0,0.126,0.196,0.0909,,0.25,0.7,1.0,,455.17,1.38,15.47,0.961,0.961
marema__sc,All,1815.0,0.258,0.196,0.0909,0.002,0.0071,0.7,1.0,0.0005,260.1,2.83,31.18,0.414,0.414
mari__pb,All,22055.0,0.157,0.196,0.0909,0.0029,0.25,0.7,1.0,0.0002,1662.04,1.73,19.23,0.365,0.365
mariana__mg,All,61331.0,0.132,0.196,0.0909,0.0011,0.0097,0.7,1.0,0.0001,3347.49,1.45,15.97,0.735,0.735
maribondo__al,All,13397.0,0.149,0.196,0.0909,0.0055,0.0366,0.7,1.0,0.0005,366.74,1.64,18.05,1.27,1.27
maricá__rj,All,162819.0,0.0894,0.196,0.0909,0.0056,0.0074,0.7,1.0,0.0002,7061.71,0.984,10.82,0.98,0.98
marilândia__es,All,12961.0,0.349,0.196,0.0909,0.0018,0.25,0.7,1.0,0.0003,0.0,3.83,42.26,0.693,0.693
maringá__pr,All,427903.0,0.0741,0.196,0.0909,0.0021,0.0216,0.7,1.0,0.0001,9067.09,0.815,8.97,0.703,0.703
marituba__pa,All,132836.0,0.114,0.196,0.0909,0.0137,0.0181,0.7,1.0,0.0001,1167.85,1.25,13.75,1.56,1.56
mariópolis__pr,All,6676.0,0.0743,0.196,0.0909,0.0048,0.0507,0.7,1.0,0.0002,171.67,0.817,9.01,0.942,0.942
marliéria__mg,All,4079.0,0.245,0.196,0.0909,0.0071,0.0956,0.7,1.0,0.0,0.0,2.69,29.62,1.33,1.33
marmeleiro__pr,All,14511.0,0.055,0.196,0.0909,0.0029,0.121,0.7,1.0,0.0003,390.15,0.605,6.78,1.21,1.21
martinho_campos__mg,All,13522.0,0.239,0.196,0.0909,0.0059,0.106,0.7,1.0,0.003,88.43,2.63,28.91,0.538,0.538
martins_soares__mg,All,8501.0,0.136,0.196,0.0909,0.0053,0.077,0.7,1.0,0.0018,44.22,1.49,16.46,1.51,1.51
martinópole__ce,All,11345.0,0.103,0.196,0.0909,0.0044,0.0105,0.7,1.0,0.0004,1154.84,1.13,12.47,0.598,0.598
martinópolis__sp,All,26726.0,0.135,0.196,0.0909,0.0069,0.0419,0.7,1.0,0.0014,174.27,1.49,16.35,0.339,0.339
maruim__se,All,17385.0,0.109,0.196,0.0909,0.0079,0.0335,0.7,1.0,0.0004,582.62,1.2,13.21,0.723,0.723
marília__sp,All,241271.0,0.1,0.196,0.0909,0.0044,0.0089,0.7,1.0,0.0002,2143.22,1.1,12.13,0.442,0.442
massapê__ce,All,39124.0,0.185,0.196,0.0909,0.0039,0.0064,0.7,1.0,0.0001,3063.98,2.04,22.41,1.32,1.32
massaranduba__pb,All,14057.0,0.132,0.196,0.0909,,0.25,0.7,1.0,,691.87,1.46,16.26,0.378,0.378
massaranduba__sc,All,17085.0,0.233,0.196,0.0909,,0.0213,0.7,1.0,,455.17,2.56,28.21,0.361,0.361
mata_de_são_joão__ba,All,47049.0,0.0948,0.196,0.0909,,0.0251,0.7,1.0,,905.15,1.04,11.47,0.551,0.551
mata_roma__ma,All,16997.0,0.179,0.196,0.0909,0.0026,0.0202,0.7,1.0,0.0002,410.96,1.97,21.72,1.36,1.36
mataraca__pb,All,8518.0,0.148,0.196,0.0909,0.0063,0.25,0.7,1.0,0.001,215.88,1.62,18.08,0.497,0.497
mateus_leme__mg,All,31397.0,0.0285,0.196,0.0909,0.0016,0.0163,0.7,1.0,0.0002,816.71,0.314,3.46,1.71,1.71
matias_barbosa__mg,All,14613.0,0.163,0.196,0.0909,0.0011,0.0815,0.7,1.0,,600.83,1.8,19.79,0.425,0.425
matias_olímpio__pi,All,11045.0,0.202,0.196,0.0909,0.0016,0.0484,0.7,1.0,0.0003,561.82,2.22,24.43,0.32,0.32
matinha__ma,All,23604.0,0.144,0.196,0.0909,,0.0074,0.7,1.0,,0.0,1.59,17.46,1.8,1.8
matinhas__pb,All,4545.0,0.154,0.196,0.0909,0.0035,0.25,0.7,1.0,0.0003,85.83,1.7,18.86,0.654,0.654
matinhos__pr,All,35067.0,0.216,0.196,0.0909,0.0057,0.0205,0.7,1.0,0.001,150.86,2.37,26.11,0.242,0.242
matriz_de_camaragibe__al,All,24888.0,0.15,0.196,0.0909,0.0041,0.0291,0.7,1.0,0.0003,821.92,1.65,18.17,1.52,1.52
matupá__mt,All,16732.0,0.192,0.196,0.0909,0.0013,0.0622,0.7,1.0,0.0003,936.36,2.11,23.18,0.389,0.389
maturéia__pb,All,6635.0,0.101,0.196,0.0909,0.0065,0.25,0.7,1.0,0.0003,88.43,1.12,12.58,1.12,1.12
matão__sp,All,84002.0,0.2,0.196,0.0909,0.0049,0.0276,0.7,1.0,0.0013,176.87,2.2,24.18,0.323,0.323
matões__ma,All,34120.0,0.134,0.196,0.0909,0.0014,0.0169,0.7,1.0,0.0001,452.57,1.48,16.25,0.412,0.412
matões_do_norte__ma,All,16912.0,0.138,0.196,0.0909,0.0011,0.0234,0.7,1.0,0.0001,150.86,1.52,16.73,1.65,1.65
maurilândia__go,All,14221.0,0.101,0.196,0.0909,0.0016,0.0125,0.7,1.0,0.0001,325.12,1.12,12.28,0.825,0.825
maurilândia_do_tocantins__to,All,3460.0,0.0804,0.196,0.0909,0.0061,0.0012,0.7,1.0,0.0001,85.83,0.884,9.72,0.29,0.29
mauriti__ce,All,48442.0,0.16,0.196,0.0909,0.0019,0.0327,0.7,1.0,0.0001,1906.53,1.76,19.35,0.391,0.391
mauá__sp,All,477641.0,0.117,0.196,0.0909,0.0087,0.0034,0.7,1.0,0.0003,7618.33,1.28,14.1,1.26,1.26
maués__am,All,64544.0,0.15,0.196,0.0909,0.002,0.0158,0.7,1.0,0.0001,5953.69,1.65,18.14,1.18,1.18
maxaranguape__rn,All,12495.0,0.449,0.196,0.0909,0.0022,0.25,0.7,1.0,0.0004,0.0,4.94,54.45,0.875,0.875
mazagão__ap,All,21848.0,0.0995,0.196,0.0909,0.0011,0.0188,0.7,1.0,0.0001,4036.75,1.09,12.05,0.764,0.764
medeiros_neto__ba,All,22915.0,0.0987,0.196,0.0909,0.0013,0.0112,0.7,1.0,0.0002,798.51,1.09,11.94,0.521,0.521
medicilândia__pa,All,31913.0,0.121,0.196,0.0909,0.0015,0.0053,0.7,1.0,0.0002,2460.55,1.33,14.63,0.405,0.405
medina__mg,All,21028.0,0.0689,0.196,0.0909,0.0013,0.117,0.7,1.0,0.0001,988.38,0.758,8.43,0.491,0.491
melgaço__pa,All,27931.0,0.115,0.196,0.0909,0.0058,0.0047,0.7,1.0,0.0001,236.69,1.26,13.89,1.03,1.03
mendes__rj,All,18800.0,0.057,0.196,0.0909,0.0042,0.0036,0.7,1.0,0.0002,434.37,0.626,6.89,2.05,2.05
mendonça__sp,All,5545.0,0.0318,0.196,0.0909,0.0069,0.0341,0.7,1.0,0.0006,704.87,0.35,3.87,2.1,2.1
meruoca__ce,All,15208.0,0.176,0.196,0.0909,0.002,0.0483,0.7,1.0,0.0001,3766.25,1.94,21.33,0.681,0.681
mesquita__mg,All,5661.0,0.121,0.196,0.0909,0.0039,0.0376,0.7,1.0,0.0001,41.62,1.33,14.61,1.37,1.37
mesquita__rj,All,177864.0,0.101,0.196,0.0909,0.0189,0.002,0.7,1.0,0.0004,2140.62,1.11,12.17,1.14,1.14
messias__al,All,18035.0,0.193,0.196,0.0909,0.0054,0.0159,0.7,1.0,0.0004,85.83,2.12,23.37,1.36,1.36
miguel_alves__pi,All,34098.0,0.197,0.196,0.0909,,0.0146,0.7,1.0,,4307.26,2.17,23.85,0.291,0.291
miguel_calmon__ba,All,26283.0,0.0822,0.196,0.0909,0.0074,0.0331,0.7,1.0,0.0009,150.86,0.904,9.95,0.457,0.457
miguel_pereira__rj,All,25793.0,0.0982,0.196,0.0909,0.0093,0.0152,0.7,1.0,0.0008,611.23,1.08,11.88,0.546,0.546
miguelópolis__sp,All,22448.0,0.0574,0.196,0.0909,0.0039,0.0202,0.7,1.0,0.0005,353.74,0.632,6.95,0.989,0.989
milagres__ba,All,11060.0,0.102,0.196,0.0909,0.0029,0.0109,0.7,1.0,0.0001,130.05,1.13,12.38,1.16,1.16
milagres__ce,All,27787.0,0.159,0.196,0.0909,0.0041,0.0046,0.7,1.0,0.0005,148.26,1.75,19.29,0.412,0.412
milagres_do_maranhão__ma,All,8549.0,0.139,0.196,0.0909,0.0014,0.0328,0.7,1.0,0.0,304.32,1.53,16.86,1.04,1.04
milhã__ce,All,13287.0,0.124,0.196,0.0909,0.0021,0.023,0.7,1.0,0.0001,501.99,1.36,14.99,1.41,1.41
mimoso_do_sul__es,All,26415.0,0.247,0.196,0.0909,,0.25,0.7,1.0,,0.0,2.71,29.97,0.933,0.933
mineiros__go,All,67469.0,0.0757,0.196,0.0909,0.0033,0.0139,0.7,1.0,0.0002,3282.46,0.833,9.16,0.94,0.94
mineiros_do_tietê__sp,All,13037.0,0.0724,0.196,0.0909,0.0038,0.0313,0.7,1.0,0.0001,202.88,0.797,8.77,0.805,0.805
miracatu__sp,All,19977.0,0.0913,0.196,0.0909,0.0074,0.0224,0.7,1.0,0.0003,681.46,1.0,11.05,0.578,0.578
mirador__pr,All,2235.0,0.136,0.196,0.0909,0.0093,0.0012,0.7,1.0,0.0001,0.0,1.49,16.42,1.44,1.44
miradouro__mg,All,10862.0,0.367,0.196,0.0909,0.0045,0.922,0.7,1.0,0.0029,0.0,4.04,45.55,0.526,0.526
miranda_do_norte__ma,All,28665.0,0.136,0.196,0.0909,0.0058,0.0053,0.7,1.0,0.0001,0.0,1.49,16.43,1.57,1.57
mirandópolis__sp,All,29860.0,0.14,0.196,0.0909,0.0073,0.0304,0.7,1.0,0.0003,353.74,1.54,16.99,0.608,0.608
miranorte__to,All,13568.0,0.141,0.196,0.0909,0.0137,0.0357,0.7,1.0,0.0005,44.22,1.55,17.03,1.3,1.3
mirante_da_serra__ro,All,11056.0,0.174,0.196,0.0909,0.0057,0.25,0.7,1.0,0.0002,0.0,1.92,21.27,4.63,4.63
mirassol__sp,All,60422.0,0.107,0.196,0.0909,0.0045,0.0281,0.7,1.0,0.0005,1084.62,1.18,12.98,0.259,0.259
mirassol_d'oeste__mt,All,28016.0,0.139,0.196,0.0909,0.0014,0.0379,0.7,1.0,0.0002,572.22,1.53,16.81,0.494,0.494
mirassolândia__sp,All,4920.0,0.187,0.196,0.0909,0.0049,0.27,0.7,1.0,,75.43,2.06,22.81,0.664,0.664
miraíma__ce,All,13956.0,0.0498,0.196,0.0909,0.0016,0.0146,0.7,1.0,0.0001,4616.77,0.548,6.03,2.19,2.19
mirinzal__ma,All,15112.0,0.116,0.196,0.0909,0.0105,0.0268,0.7,1.0,0.0002,195.07,1.28,14.09,1.78,1.78
missão_velha__ce,All,35747.0,0.2,0.196,0.0909,0.001,0.0432,0.7,1.0,0.0001,1906.53,2.2,24.23,0.327,0.327
mocajuba__pa,All,31447.0,0.0204,0.196,0.0909,0.0036,0.0985,0.7,1.0,0.0001,7600.12,0.225,2.7,1.75,1.75
mococa__sp,All,69574.0,0.139,0.196,0.0909,0.0059,0.0065,0.7,1.0,0.0006,556.61,1.53,16.84,0.488,0.488
moema__mg,All,7592.0,0.0792,0.196,0.0909,0.0015,0.0406,0.7,1.0,0.0002,816.71,0.871,9.59,0.956,0.956
mogeiro__pb,All,13417.0,0.125,0.196,0.0909,0.002,0.25,0.7,1.0,0.0002,280.91,1.37,15.33,0.397,0.397
mogi_das_cruzes__sp,All,450300.0,0.102,0.196,0.0909,0.0102,0.0046,0.7,1.0,0.0003,9941.02,1.13,12.39,0.662,0.662
mogi_guaçu__sp,All,153407.0,0.0725,0.196,0.0909,0.0035,0.0224,0.7,1.0,0.0002,5828.84,0.798,8.78,0.809,0.809
mogi_mirim__sp,All,94121.0,0.0477,0.196,0.0909,0.008,0.0972,0.7,1.0,0.007,1688.05,0.525,5.87,1.07,1.07
moita_bonita__se,All,11448.0,0.116,0.196,0.0909,0.0014,0.0374,0.7,1.0,0.0002,1490.37,1.27,14.0,0.331,0.331
moju__pa,All,82915.0,0.148,0.196,0.0909,0.0039,0.0085,0.7,1.0,0.0001,195.07,1.62,17.87,1.53,1.53
mojuí_dos_campos__pa,All,16245.0,0.0869,0.196,0.0909,0.0044,0.009,0.7,1.0,0.0002,1186.06,0.955,10.51,1.59,1.59
mombaça__ce,All,44235.0,0.0761,0.196,0.0909,0.0028,0.0151,0.7,1.0,0.0001,8684.74,0.837,9.21,0.894,0.894
mongaguá__sp,All,57269.0,0.103,0.196,0.0909,0.0043,0.108,0.7,1.0,0.0002,858.33,1.13,12.5,0.812,0.812
monsenhor_gil__pi,All,10670.0,0.191,0.196,0.0909,,0.0149,0.7,1.0,,1404.54,2.1,23.06,0.323,0.323
monsenhor_hipólito__pi,All,7826.0,0.169,0.196,0.0909,,0.0129,0.7,1.0,,280.91,1.86,20.48,2.38,2.38
monsenhor_tabosa__ce,All,17406.0,0.0622,0.196,0.0909,0.0026,0.0053,0.7,1.0,0.0003,1355.12,0.684,7.52,0.783,0.783
montadas__pb,All,5726.0,0.131,0.196,0.0909,0.0048,0.25,0.7,1.0,0.0002,65.02,1.44,16.06,2.23,2.23
montanha__es,All,19021.0,0.308,0.196,0.0909,0.0063,0.25,0.7,1.0,0.0014,0.0,3.39,37.4,0.404,0.404
montanhas__rn,All,11364.0,0.279,0.196,0.0909,0.0078,0.25,0.7,1.0,0.0012,0.0,3.07,33.84,0.673,0.673
monte_alegre__pa,All,58612.0,0.0962,0.196,0.0909,0.0038,0.0091,0.7,1.0,0.0002,3238.24,1.06,11.64,0.809,0.809
monte_alegre__rn,All,22676.0,0.209,0.196,0.0909,0.0025,0.25,0.7,1.0,0.0002,0.0,2.3,25.45,1.74,1.74
monte_alegre_de_minas__mg,All,21331.0,0.0014,0.196,0.0909,0.0025,0.007,0.7,1.0,0.0002,2491.76,0.015,0.182,3.57,3.57
monte_alegre_de_sergipe__se,All,15181.0,0.0763,0.196,0.0909,0.0085,0.0364,0.7,1.0,0.0009,366.74,0.839,9.24,0.829,0.829
monte_alegre_do_piauí__pi,All,10719.0,0.0834,0.196,0.0909,0.0048,0.0913,0.7,1.0,,280.91,0.918,10.14,0.953,0.953
monte_alto__sp,All,51003.0,0.0924,0.196,0.0909,0.0018,0.0413,0.7,1.0,0.0001,377.14,1.02,11.19,0.866,0.866
monte_aprazível__sp,All,25338.0,0.129,0.196,0.0909,0.0019,0.0186,0.7,1.0,0.0004,481.18,1.42,15.64,0.469,0.469
monte_azul__mg,All,21063.0,0.128,0.196,0.0909,0.0024,0.0462,0.7,1.0,0.0002,257.5,1.4,15.45,0.434,0.434
monte_carmelo__mg,All,48287.0,0.168,0.196,0.0909,0.0027,0.0418,0.7,1.0,0.0005,215.88,1.85,20.38,0.34,0.34
monte_mor__sp,All,60370.0,0.0822,0.196,0.0909,0.0029,0.0095,0.7,1.0,0.0003,2221.25,0.905,9.95,0.755,0.755
monte_negro__ro,All,16011.0,0.194,0.196,0.0909,0.0026,0.25,0.7,1.0,0.0002,0.0,2.14,23.65,3.23,3.23
monte_santo__ba,All,49912.0,0.0655,0.196,0.0909,0.0037,0.0654,0.7,1.0,0.0004,754.29,0.72,7.96,0.464,0.464
monte_sião__mg,All,24041.0,0.0847,0.196,0.0909,0.0025,0.0463,0.7,1.0,0.0005,559.21,0.932,10.26,1.14,1.14
monteiro__pb,All,33554.0,0.104,0.196,0.0909,0.0015,0.25,0.7,1.0,0.0002,626.84,1.15,12.9,0.326,0.326
montenegro__rs,All,65917.0,0.112,0.196,0.0909,0.0018,0.0042,0.7,1.0,0.0003,938.96,1.23,13.49,0.421,0.421
montes_altos__ma,All,9252.0,0.127,0.196,0.0909,0.0018,0.0003,0.7,1.0,0.0005,390.15,1.4,15.4,1.6,1.6
montes_claros__mg,All,413434.0,0.0991,0.196,0.0909,,0.0224,0.7,1.0,,2959.94,1.09,11.99,0.72,0.72
montividiu__go,All,13530.0,0.11,0.196,0.0909,0.0019,0.0319,0.7,1.0,0.0001,366.74,1.21,13.29,0.55,0.55
monção__ma,All,33768.0,0.0682,0.196,0.0909,0.0086,0.0109,0.7,1.0,0.0004,1037.8,0.75,8.25,0.915,0.915
monções__sp,All,2282.0,0.148,0.196,0.0909,0.0094,0.04,0.7,1.0,0.0,52.02,1.63,17.96,0.605,0.605
morada_nova__ce,All,62509.0,0.174,0.196,0.0909,0.0013,0.0127,0.7,1.0,0.0001,5873.06,1.91,21.03,1.23,1.23
moraújo__ce,All,8811.0,0.384,0.196,0.0909,,0.0664,0.7,1.0,,803.71,4.22,46.41,0.904,0.904
moreilândia__pe,All,11383.0,0.124,0.196,0.0909,0.0097,0.0427,0.7,1.0,,65.02,1.36,15.01,0.837,0.837
moreira_sales__pr,All,12242.0,0.176,0.196,0.0909,0.005,0.0564,0.7,1.0,0.0006,106.64,1.93,21.27,0.388,0.388
moreno__pe,All,63412.0,0.125,0.196,0.0909,0.0192,0.0044,0.7,1.0,0.0004,280.91,1.38,15.18,1.79,1.79
morrinhos__ce,All,22759.0,0.163,0.196,0.0909,0.002,0.0197,0.7,1.0,0.0002,1456.56,1.79,19.72,1.41,1.41
morrinhos__go,All,46597.0,0.182,0.196,0.0909,0.0027,0.0484,0.7,1.0,0.0003,949.36,2.0,22.0,0.35,0.35
morro_agudo__sp,All,33298.0,0.0659,0.196,0.0909,0.0033,0.0131,0.7,1.0,0.0002,1890.93,0.724,7.97,1.07,1.07
morros__ma,All,19627.0,0.0742,0.196,0.0909,0.006,0.0142,0.7,1.0,0.0005,475.98,0.816,8.98,0.868,0.868
morungaba__sp,All,13758.0,0.124,0.196,0.0909,0.0038,0.008,0.7,1.0,0.0002,49.42,1.36,15.01,1.58,1.58
mossoró__rn,All,300352.0,0.253,0.196,0.0909,0.0064,0.25,0.7,1.0,0.0003,0.0,2.78,30.74,1.2,1.2
mozarlândia__go,All,15816.0,0.26,0.196,0.0909,0.0115,0.336,0.7,1.0,0.0004,85.83,2.86,31.71,0.626,0.626
muaná__pa,All,40752.0,0.142,0.196,0.0909,0.0102,0.0954,0.7,1.0,0.001,65.02,1.56,17.16,1.06,1.06
mucajaí__rr,All,18032.0,0.233,0.196,0.0909,0.0023,0.016,0.7,1.0,0.0001,0.0,2.56,28.2,1.67,1.67
mucambo__ce,All,14682.0,0.146,0.196,0.0909,0.0011,0.0213,0.7,1.0,0.0001,1355.12,1.6,17.61,1.03,1.03
mucuri__ba,All,42165.0,0.105,0.196,0.0909,0.0031,0.0222,0.7,1.0,0.0006,819.31,1.15,12.66,0.579,0.579
mucurici__es,All,5579.0,0.198,0.196,0.0909,0.0082,0.25,0.7,1.0,0.0008,0.0,2.17,24.08,0.336,0.336
mulungu__ce,All,10931.0,0.179,0.196,0.0909,0.0044,0.0412,0.7,1.0,0.0002,200.28,1.97,21.67,1.13,1.13
mulungu__pb,All,10001.0,0.11,0.196,0.0909,0.0027,0.25,0.7,1.0,0.0002,970.17,1.21,13.61,0.583,0.583
munhoz__mg,All,6089.0,0.0465,0.196,0.0909,0.0072,0.0726,0.7,1.0,0.0001,257.5,0.511,5.68,0.686,0.686
muniz_freire__es,All,17640.0,0.172,0.196,0.0909,0.0038,0.25,0.7,1.0,0.0002,0.0,1.89,20.95,4.64,4.64
muqui__es,All,15603.0,0.308,0.196,0.0909,0.0044,0.25,0.7,1.0,0.0006,0.0,3.39,37.41,0.501,0.501
muriaé__mg,All,109851.0,0.127,0.196,0.0909,0.0019,0.006,0.7,1.0,0.0001,8713.35,1.39,15.33,0.43,0.43
muribeca__se,All,7701.0,0.214,0.196,0.0909,0.0088,0.0215,0.7,1.0,0.0021,44.22,2.36,25.91,0.456,0.456
murici__al,All,28518.0,0.128,0.196,0.0909,0.0053,0.0172,0.7,1.0,0.0002,624.24,1.41,15.53,1.95,1.95
murici_dos_portelas__pi,All,9251.0,0.0557,0.196,0.0909,0.002,0.0359,0.7,1.0,0.0003,655.45,0.613,6.76,1.0,1.0
muritiba__ba,All,29693.0,0.118,0.196,0.0909,0.0017,0.0165,0.7,1.0,0.0002,410.96,1.3,14.31,0.346,0.346
mutum__mg,All,27249.0,0.109,0.196,0.0909,0.001,0.0094,0.7,1.0,0.0003,858.33,1.2,13.17,0.665,0.665
mário_campos__mg,All,15570.0,0.089,0.196,0.0909,0.0044,0.0157,0.7,1.0,0.0005,473.38,0.979,10.77,1.06,1.06
mâncio_lima__ac,All,19167.0,0.137,0.196,0.0909,0.0034,0.25,0.7,1.0,0.0003,496.79,1.5,16.76,0.571,0.571
mãe_do_rio__pa,All,30378.0,0.119,0.196,0.0909,0.0091,0.0048,0.7,1.0,0.0001,842.72,1.31,14.44,1.12,1.12
nanuque__mg,All,41158.0,0.0668,0.196,0.0909,0.0022,0.0277,0.7,1.0,0.0003,1544.99,0.735,8.09,0.944,0.944
naque__mg,All,7066.0,0.0865,0.196,0.0909,0.0056,0.0289,0.7,1.0,0.0006,171.67,0.951,10.47,0.546,0.546
natal__rn,All,892963.0,0.265,0.196,0.0909,0.0062,0.25,0.7,1.0,0.0001,0.0,2.92,32.23,1.21,1.21
natividade__rj,All,15470.0,0.101,0.196,0.0909,,0.0301,0.7,1.0,,1045.6,1.11,12.22,0.81,0.81
natuba__pb,All,10559.0,0.107,0.196,0.0909,0.0035,0.25,0.7,1.0,0.0001,171.67,1.18,13.27,0.714,0.714
navegantes__sc,All,82290.0,0.18,0.196,0.0909,0.0014,0.006,0.7,1.0,0.0001,3511.35,1.98,21.82,0.667,0.667
naviraí__ms,All,55427.0,0.12,0.196,0.0909,0.0019,0.25,0.7,1.0,0.0005,624.24,1.32,14.8,0.261,0.261
nazaré__ba,All,28810.0,0.185,0.196,0.0909,0.0049,0.0033,0.7,1.0,0.0009,301.72,2.04,22.39,0.31,0.31
nazaré__to,All,3937.0,0.048,0.196,0.0909,0.0098,0.0438,0.7,1.0,0.0002,215.88,0.528,5.83,1.0,1.0
nazaré_da_mata__pe,All,32796.0,0.116,0.196,0.0909,0.0222,0.0194,0.7,1.0,0.0011,260.1,1.27,14.0,2.16,2.16
nazaré_paulista__sp,All,18709.0,0.097,0.196,0.0909,0.0048,0.0775,0.7,1.0,0.0004,327.73,1.07,11.76,0.787,0.787
nazária__pi,All,8656.0,0.237,0.196,0.0909,0.0033,0.0302,0.7,1.0,0.0006,187.27,2.6,28.62,0.265,0.265
nerópolis__go,All,30148.0,0.222,0.196,0.0909,0.0087,0.137,0.7,1.0,0.0001,0.0,2.44,26.91,1.27,1.27
neópolis__se,All,18906.0,0.133,0.196,0.0909,0.0099,0.0265,0.7,1.0,0.0014,733.48,1.47,16.14,0.583,0.583
nhamundá__am,All,21385.0,0.121,0.196,0.0909,0.0021,0.0174,0.7,1.0,0.0001,858.33,1.33,14.68,1.17,1.17
nilo_peçanha__ba,All,14137.0,0.273,0.196,0.0909,0.0032,0.0104,0.7,1.0,0.0011,236.69,3.0,33.0,0.238,0.238
nilópolis__rj,All,164110.0,0.102,0.196,0.0909,0.0151,0.0035,0.7,1.0,0.0002,2268.07,1.12,12.29,1.18,1.18
nina_rodrigues__ma,All,14599.0,0.145,0.196,0.0909,0.0024,0.0397,0.7,1.0,0.0012,517.6,1.59,17.53,0.584,0.584
